项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
京基智农山海御园1栋,宝安,100.71,住宅,三房,660,--,251474932212中原地产,中原地产代理（深圳）有限公司,2025-08-08 10:08:26~2025-10-08 10:10:26,2025-05-30
华业玫瑰四季馨园一期1栋,宝安,88.42,住宅,三房,635,73800,258557426028链家,深圳链家房地产经纪有限公司,2025-07-19 02:07:56~2026-07-20 02:07:56,2025-07-19
二十四区商住楼A栋,宝安,86.3,住宅,三房,320,47500,257836827979乐有家,深圳市乐有家房产交易有限公司,2025-08-01 10:08:38~2025-10-01 10:10:38,2025-06-08
灵芝新村四十二栋C座,宝安,70.1,其它,三房,390,70100,251784025534中原地产,中原地产代理（深圳）有限公司,2025-08-09 02:08:47~2025-10-09 02:10:47,2025-06-09
十八区统建楼十五栋,宝安,89.3,住宅,三房,498,65800,255242564908乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:58~2026-06-24 05:06:58,2025-06-23
宏发世纪花园8栋,宝安,78.79,住宅,三房,330,53000,257081540572乐有家,深圳市乐有家房产交易有限公司,2025-08-01 10:08:47~2025-10-01 10:10:47,2025-06-04
滢水山庄二区第十三栋,宝安,97.58,住宅,三房,398,48200,259056349177乐有家,深圳市乐有家房产交易有限公司,2025-07-19 12:07:04~2026-07-20 12:07:04,2025-07-19
花半里清湖花园3栋,宝安,86.24,住宅,三房,390,50600,253661976586亿辉,深圳市亿辉房地产经纪有限公司,2025-06-22 07:06:26~2026-06-23 07:06:26,2025-06-22
七里香榭花园5栋,宝安,106.51,住宅,三房,680,63400,254605693848乐有家,深圳市乐有家房产交易有限公司,2025-08-06 12:08:34~2025-10-06 12:10:34,2025-06-07
松河瑞园一期,宝安,80.06,住宅,三房,360,46500,253782292999博瑞达,深圳市博瑞达房地产经纪有限公司,2025-07-13 04:07:54~2026-07-14 04:07:54,2025-07-13
书香门第名苑8栋,宝安,97.78,住宅,三房,530,65300,257652340592乐有家控股,深圳市乐有家控股集团有限公司,2025-07-15 03:07:04~2026-07-16 03:07:04,2025-07-15
福东龙华府1栋,宝安,81.7,住宅,三房,390,56100,258557844690乐有家,深圳市乐有家房产交易有限公司,2025-07-14 11:07:50~2026-07-15 11:07:50,2025-07-14
壹方商业中心三期,宝安,100.9,住宅,三房,1380,100800,252880939753中原地产,中原地产代理（深圳）有限公司,2025-08-02 06:08:45~2026-08-03 06:08:45,2025-07-15
鸿景园3栋,宝安,118.49,住宅,三房,998,72300,254216231960立心地产,深圳市立心房地产经纪有限公司,2025-07-25 12:07:55~2025-09-24 12:09:55,2025-06-07
天福华府（B区）B1栋,宝安,87.72,住宅,三房,445,52200,257115562919链家,深圳链家房地产经纪有限公司,2025-07-17 04:07:46~2026-07-18 04:07:46,2025-07-17
润科华府（一期）,宝安,89.47,住宅,三房,460,62000,256502719795链家,深圳链家房地产经纪有限公司,2025-07-20 11:07:14~2026-07-21 11:07:14,2025-07-20
居乐苑微利房ACD栋,宝安,99.68,住宅,三房,260,36000,255574426683深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-04 11:06:27~2025-09-03 11:09:27,2025-06-04
碧水龙庭5栋,宝安,105.06,住宅,三房,480,57200,252826258859明家地产,深圳市明家房地产有限公司,2025-08-06 10:08:28~2025-10-06 10:10:28,2025-06-06
宏发领域花园4栋,宝安,49.24,住宅,三房,350,82400,255762692147乐有家,深圳市乐有家房产交易有限公司,2025-07-02 05:07:53~2026-07-03 05:07:53,2025-07-02
碧海富通城10栋,宝安,81.27,住宅,三房,538,70200,253890287943乐有家,深圳市乐有家房产交易有限公司,2025-07-27 10:07:50~2025-09-26 10:09:50,2025-06-19
74区宝安新村十三栋,宝安,82.3,其它,三房,399,51100,259983532478乐有家,深圳市乐有家房产交易有限公司,2025-07-19 01:07:27~2026-07-20 01:07:27,2025-07-19
宏发上域花园1#楼,宝安,79.8,住宅,三房,310,47200,254336362002中原地产,中原地产代理（深圳）有限公司,2025-08-04 08:08:29~2025-10-04 08:10:29,2025-06-14
康达尔山海上园（一期）B区1号楼,宝安,87.94,住宅,三房,580,64700,250761127992链家,深圳链家房地产经纪有限公司,2025-08-07 04:08:53~2025-10-07 04:10:53,2025-06-14
碧海富通城4栋,宝安,109.66,住宅,三房,810,70200,252335246093链家,深圳链家房地产经纪有限公司,2025-06-28 06:06:13~2026-06-29 06:06:13,2025-06-28
绿海名居3号楼,宝安,102.71,商业金融业,三房,330,66800,251637786130乐有家,深圳市乐有家房产交易有限公司,2025-07-01 03:07:55~2026-07-02 03:07:55,2025-07-01
满京华云著花园（二期）1号楼,宝安,89.35,住宅,三房,360,45800,257222859507永阳物业,深圳市永阳物业有限公司,2025-06-19 08:06:28~2025-08-19 08:08:28,2025-06-19
绿景香颂花园,宝安,83.45,住宅,三房,460,65400,255781404931乐有家,深圳市乐有家房产交易有限公司,2025-08-15 10:08:45~2026-08-16 10:08:45,2025-06-24
公馆一八六六花园（北区）,宝安,88.42,住宅,三房,680,75500,252735099476深圳市天发置业有限公司,深圳市天发置业有限公司,2025-07-02 11:07:45~2026-07-03 11:07:45,2025-07-02
碧海富通城15栋,宝安,130.15,住宅,三房,850,70200,259696461759乐有家,深圳市乐有家房产交易有限公司,2025-07-02 05:07:11~2026-07-03 05:07:11,2025-07-02
松河瑞园二期,宝安,90.64,商务公寓,三房,230,48000,255422104546深圳锦弘房地产经纪有限公司,深圳锦弘房地产经纪有限公司,2025-07-20 09:07:23~2026-07-21 09:07:23,2025-07-20
锦绣江南C2栋,宝安,112.95,住宅,三房,620,48000,255968214724乐有家,深圳市乐有家房产交易有限公司,2025-08-14 12:08:05~2026-08-15 12:08:05,2025-07-18
万丰海岸城锦园8栋,宝安,96.22,住宅,三房,480,--,259223981006中原地产,中原地产代理（深圳）有限公司,2025-07-24 08:07:36~2026-07-25 08:07:36,2025-07-24
懿花园C6栋,宝安,89.74,住宅,三房,435,56600,259882032833乐有家,深圳市乐有家房产交易有限公司,2025-07-27 12:07:30~2025-09-26 12:09:30,2025-06-12
花半里清湖花园1栋,宝安,86.25,住宅,三房,358,50600,252694393925乐有家,深圳市乐有家房产交易有限公司,2025-07-09 02:07:20~2025-09-08 02:09:20,2025-06-12
和平里花园I期,宝安,83.95,住宅,三房,460,68000,253310634691链家,深圳链家房地产经纪有限公司,2025-07-28 10:07:30~2026-07-29 10:07:30,2025-06-22
御景华府1栋,宝安,89.6,住宅,三房,450,--,259492816556乐有家,深圳市乐有家房产交易有限公司,2025-07-14 04:07:37~2026-07-15 04:07:37,2025-07-14
安乐新苑（常福楼）,宝安,93.64,住宅,三房,628,60000,256208077932链家,深圳链家房地产经纪有限公司,2025-08-14 04:08:22~2025-10-14 04:10:22,2025-06-18
滢水山庄二区第十三栋,宝安,96.87,住宅,三房,380,48200,250926992989六六好房,深圳市六六好房网络科技有限公司,2025-08-17 04:08:34~2025-10-17 04:10:34,2025-06-18
桃源居14区D栋,宝安,97.15,住宅,三房,470,50000,252251243395深圳市德厚地产经纪有限公司,深圳市德厚地产经纪有限公司,2025-07-18 12:07:06~2026-07-19 12:07:06,2025-07-17
万家灯火花园2栋,宝安,73.86,住宅,三房,375,48100,250379730494乐有家,深圳市乐有家房产交易有限公司,2025-06-28 11:06:00~2026-06-29 11:06:00,2025-06-28
金地上塘道花园2栋,宝安,89.57,住宅,三房,510,66600,253070510736沣泽房地产经纪有限公司,深圳市沣泽房地产经纪有限公司,2025-08-10 10:08:12~2025-10-10 10:10:12,2025-06-18
裕宝大厦,宝安,82.1,住宅,三房,460,66600,250571353652乐有家,深圳市乐有家房产交易有限公司,2025-07-18 12:07:15~2026-07-19 12:07:15,2025-07-18
君逸世家花园1栋,宝安,131.6,住宅,三房,990,85800,250095700906中原地产,中原地产代理（深圳）有限公司,2025-07-12 04:07:18~2026-07-13 04:07:18,2025-07-12
金达花园2栋,宝安,111.89,住宅,三房,400,48000,258731890038安家房地产,深圳市安家房地产投资顾问有限公司,2025-07-27 08:07:28~2025-09-26 08:09:28,2025-05-29
流塘大厦一栋,宝安,94.54,住宅,三房,398,41200,250204689695链家,深圳链家房地产经纪有限公司,2025-07-19 08:07:39~2026-07-20 08:07:39,2025-07-09
半岛明苑七栋,宝安,78.79,住宅,三房,350,56200,254821624417乐有家,深圳市乐有家房产交易有限公司,2025-08-10 04:08:48~2025-10-10 04:10:48,2025-06-12
万科大都会家园1栋,宝安,124.89,住宅,三房,1050,--,256561901226悦城荟地产,深圳市悦城荟地产有限公司,2025-07-14 11:07:15~2026-07-15 11:07:15,2025-07-14
世外桃源2栋,宝安,93.06,住宅,三房,450,48000,258227995001悦城荟地产,深圳市悦城荟地产有限公司,2025-07-21 08:07:49~2026-07-22 08:07:49,2025-07-21
联投东方世家花园1栋,宝安,87.93,住宅,三房,399,--,257816087634致诚行,深圳市致诚行房地产经纪有限公司,2025-07-10 08:07:05~2026-07-11 08:07:05,2025-07-02
领航里程花园15栋,宝安,83.08,住宅,三房,410,61000,256556512006乐有家,深圳市乐有家房产交易有限公司,2025-08-08 04:08:52~2025-10-08 04:10:52,2025-06-17
金地梅陇镇花园一期1栋,宝安,108.7,住宅,三房,530,57200,257760888516链家,深圳链家房地产经纪有限公司,2025-08-10 06:08:34~2025-10-10 06:10:34,2025-06-14
汉宝大厦,宝安,89.3,住宅,三房,350,49800,258861789457深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-22 03:06:49~2026-06-23 03:06:49,2025-06-22
立新湖花园金丽阁I栋,宝安,91.41,住宅,三房,320,36800,256713579927橡荣地产,深圳市橡荣科技有限公司,2025-07-29 10:07:49~2026-07-30 10:07:49,2025-06-28
华业玫瑰四季馨园一期1栋,宝安,67.42,住宅,三房,450,73800,253721762251乐有家,深圳市乐有家房产交易有限公司,2025-06-29 02:06:27~2026-06-30 02:06:27,2025-06-29
嘉富宝禧花园8栋,宝安,111.5,住宅,三房,460,--,250380996979房百通,深圳市房百通网络信息咨询有限公司,2025-08-14 08:08:51~2026-08-15 08:08:51,2025-06-29
圣淘沙骏园10栋,宝安,101.17,住宅,三房,779,88700,254793770524中原地产,中原地产代理（深圳）有限公司,2025-07-05 10:07:38~2025-09-04 10:09:38,2025-06-18
华盛新沙荟名庭（二期）1栋,宝安,89.84,住宅,三房,400,49000,252602188929乐有家,深圳市乐有家房产交易有限公司,2025-08-14 10:08:47~2026-08-15 10:08:47,2025-07-07
潜龙曼海宁花园（南区）3栋,宝安,88.56,住宅,三房,560,71400,259297710660乐有家,深圳市乐有家房产交易有限公司,2025-07-01 08:07:53~2026-07-02 08:07:53,2025-07-01
皓月花园1栋,宝安,86.46,住宅,三房,390,53400,251701291100乐有家,深圳市乐有家房产交易有限公司,2025-06-25 01:06:57~2026-06-21 01:06:57,2025-06-25
万科翡逸郡园,宝安,87.63,住宅,三房,430,49000,258049879413乐有家,深圳市乐有家房产交易有限公司,2025-08-18 06:08:42~2026-08-19 06:08:42,2025-07-05
泰华商业城一栋,宝安,94.2,住宅,三房,420,43700,252259220539链家,深圳链家房地产经纪有限公司,2025-07-20 03:07:06~2026-07-21 03:07:06,2025-07-20
山语华庭1栋,宝安,115.24,住宅,三房,708,60000,251599941968乐有家,深圳市乐有家房产交易有限公司,2025-07-19 06:07:05~2026-07-20 06:07:05,2025-07-19
槟城西岸华庭1栋,宝安,54.69,住宅,三房,460,83100,251378747797链家,深圳链家房地产经纪有限公司,2025-07-22 08:07:30~2025-09-21 08:09:30,2025-06-05
海岸悦府1栋,宝安,122.44,住宅,三房,850,--,250326224183乐有家,深圳市乐有家房产交易有限公司,2025-07-02 07:07:29~2026-07-03 07:07:29,2025-07-02
和樾府7栋,宝安,107.92,住宅,三房,1080,--,255480912251乐有家控股,深圳市乐有家控股集团有限公司,2025-07-20 02:07:11~2026-07-21 02:07:11,2025-07-20
华联城市全景花园1栋,宝安,88.79,住宅,三房,960,91000,251122943567乐有家,深圳市乐有家房产交易有限公司,2025-07-23 10:07:54~2026-07-24 10:07:54,2025-07-21
玉湖湾花园1栋,宝安,86.37,住宅,三房,650,82200,255564074792中原地产,中原地产代理（深圳）有限公司,2025-08-11 10:08:40~2026-08-12 10:08:40,2025-07-22
福安雅园9栋,宝安,82.66,商业,三房,230,--,253731830446乐有家,深圳市乐有家房产交易有限公司,2025-07-28 02:07:31~2026-07-29 02:07:31,2025-07-23
立新湖花园金福阁I栋,宝安,91.78,住宅,三房,320,36800,258462873166乐有家,深圳市乐有家房产交易有限公司,2025-07-04 06:07:46~2026-07-05 06:07:46,2025-07-04
勤诚达乐园,宝安,78.77,住宅,三房,700,--,251954616331乐有家,深圳市乐有家房产交易有限公司,2025-07-21 07:07:59~2026-07-22 07:07:59,2025-07-21
金石雅苑1-3栋,宝安,106.47,住宅,三房,556,49600,254257116000悦行置业,深圳市悦行置业有限公司,2025-07-15 03:07:48~2026-07-11 03:07:48,2025-07-15
招商观园6栋,宝安,88.63,住宅,三房,350,47000,258150385500乐有家,深圳市乐有家房产交易有限公司,2025-06-24 10:06:05~2026-06-25 10:06:05,2025-06-24
未来之光家园7栋,宝安,80.31,住宅,三房,585,--,255890520727益峰年,深圳市益峰年置业有限公司,2025-07-03 08:07:30~2026-07-04 08:07:30,2025-07-03
华强城市花园（一期）B区3栋,宝安,87.68,住宅,三房,480,--,253785939135正域地产,深圳市正域房地产投资顾问有限公司,2025-06-30 12:06:45~2026-07-01 12:07:45,2025-06-30
桃源盛景园21栋,宝安,49.5,住宅,三房,550,57000,251625262871中原地产,中原地产代理（深圳）有限公司,2025-07-14 09:07:41~2026-07-15 09:07:41,2025-07-14
创业一村6-7-8栋,宝安,97.66,住宅,三房,600,65000,250063148720幸福家园,深圳市幸福家园房地产信息咨询有限公司,2025-07-14 06:07:51~2026-07-15 06:07:51,2025-07-14
金融街华发融御花园二期1栋,宝安,92.74,住宅,三房,500,--,253421525304乐有家,深圳市乐有家房产交易有限公司,2025-07-15 12:07:54~2025-09-14 12:09:54,2025-06-17
金成名苑一栋,宝安,90.44,住宅,三房,460,55200,252134415466乐有家,深圳市乐有家房产交易有限公司,2025-07-15 06:07:04~2026-07-16 06:07:04,2025-07-15
七里香榭花园8栋,宝安,77.13,住宅,三房,750,63400,259196094751乐有家,深圳市乐有家房产交易有限公司,2025-08-04 06:08:44~2025-10-04 06:10:44,2025-06-05
嘉华花园东区(1)C栋,宝安,85.4,住宅,三房,350,52000,258293901999中原地产,中原地产代理（深圳）有限公司,2025-08-09 12:08:54~2025-10-09 12:10:54,2025-06-18
日出印象花园B区4栋,宝安,95.44,住宅,三房,510,52100,255964204357沣泽房地产经纪有限公司,深圳市沣泽房地产经纪有限公司,2025-08-08 08:08:36~2026-08-09 08:08:36,2025-07-05
润峯云上府1栋,宝安,100.14,住宅,三房,436,--,256446396769信跃地产,深圳市信跃房地产经纪有限公司,2025-06-19 08:06:05~2025-08-19 08:08:05,2025-06-19
金地梅陇镇花园9栋,宝安,109.13,住宅,三房,528,58200,257139553813链家,深圳链家房地产经纪有限公司,2025-06-19 10:06:06~2025-08-19 10:08:06,2025-06-19
宝海花园一栋,宝安,72.7,住宅,三房,580,52200,250398343434乐有家,深圳市乐有家房产交易有限公司,2025-08-12 02:08:41~2026-08-13 02:08:41,2025-06-25
和平里花园I期,宝安,88.3,住宅,三房,455,68000,259553715435链家,深圳链家房地产经纪有限公司,2025-08-01 12:08:28~2026-08-02 12:08:28,2025-06-26
世外桃源19栋,宝安,89.12,住宅,三房,380,48000,251672295156置家信息,深圳市置家信息科技有限公司,2025-07-01 08:07:48~2026-07-02 08:07:48,2025-07-01
世外桃源27栋,宝安,113.2,住宅,三房,535,48000,259122839563乐有家,深圳市乐有家房产交易有限公司,2025-07-02 12:07:36~2026-07-03 12:07:36,2025-06-23
华强城市花园（一期）A区2栋,宝安,88.99,住宅,三房,410,--,252070776555越王地产,深圳市越王房地产经纪有限公司,2025-07-04 03:07:06~2026-07-05 03:07:06,2025-07-04
公馆一八六六花园（南区）2栋,宝安,89.31,住宅,三房,620,75500,259792629281乐有家,深圳市乐有家房产交易有限公司,2025-08-09 10:08:01~2025-10-09 10:10:01,2025-06-15
宏发美域花园3栋,宝安,111.54,住宅,三房,438,47200,258947226286乐有家,深圳市乐有家房产交易有限公司,2025-06-23 10:06:31~2026-06-19 10:06:31,2025-06-23
世纪春城四期1#楼,宝安,75.39,住宅,三房,450,57000,257892556055乐有家,深圳市乐有家房产交易有限公司,2025-07-02 04:07:22~2026-07-03 04:07:22,2025-07-02
万科翡丽郡花园3栋,宝安,86.83,住宅,三房,330,49000,250138438510中原地产,中原地产代理（深圳）有限公司,2025-06-29 08:06:50~2025-08-29 08:08:50,2025-06-17
云玺锦庭,宝安,117.94,住宅,三房,1400,--,250277580708乐有家,深圳市乐有家房产交易有限公司,2025-07-21 08:07:31~2026-07-22 08:07:31,2025-07-21
银雅居C栋,宝安,88.31,住宅,三房,485,50900,254458084539乐有家,深圳市乐有家房产交易有限公司,2025-07-02 07:07:57~2026-07-03 07:07:57,2025-07-02
32区D栋商住楼,宝安,73.32,住宅,三房,280,43000,255475675108链家,深圳链家房地产经纪有限公司,2025-07-15 06:07:00~2026-07-16 06:07:00,2025-07-15
中航天逸花园A栋,宝安,89.16,住宅,三房,690,76900,259101360552利家地产,深圳市利家房地产经纪有限公司,2025-07-13 02:07:38~2026-07-14 02:07:38,2025-07-13
润科华府（一期）,宝安,89.36,住宅,三房,410,62000,250924980280领航房地产,深圳市领航房地产经纪有限公司,2025-06-25 05:06:10~2026-06-26 05:06:10,2025-06-25
73区10号楼,宝安,93.36,住宅,三房,298,46400,252515884362乐有家,深圳市乐有家房产交易有限公司,2025-06-26 05:06:27~2026-06-27 05:06:27,2025-06-26
新华苑二期1号楼,宝安,96.15,住宅,三房,400,52600,252563500137乐有家,深圳市乐有家房产交易有限公司,2025-06-28 10:06:10~2026-06-29 10:06:10,2025-06-28
万科星城华府1栋,宝安,81.19,住宅,三房,330,--,255135881989深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-07-04 08:07:34~2026-07-05 08:07:34,2025-07-04
宝亭锦园1栋,宝安,89.23,住宅,三房,318,47800,251893583529乐有家,深圳市乐有家房产交易有限公司,2025-05-20 03:05:49~2025-08-19 03:08:49,2025-07-14
